text,true_label,predicted_label,confidence,true_prob
smalljohnson get world man full money woman success tell world shattering bsc contribution human knowledge blinkered biased editor wiki may paper written lately capable original thought regurgitate half baked poorly researched referenced plain wrong stuff read hour wiki contributor sorry brainy mate,1,0,0.7580271,0.24197294
cptn funk mean inappropriate mega fish intensely awesome artcle highly revered peculiar animal provided little insight making world better place knowledge inappropriate well god damn inappropriate,1,0,0.63985735,0.36014265
entire canonical new testament paragraph wrong specific reference lesbian roman verse talking something woman specified gay men clearly anal sex mind agree verse condemn homosexuality specific pagan practice,1,0,0.92614555,0.07385443
wise lad waka flockabig textbig textbig textbig textbig text,1,0,0.9393617,0.060638264
connolley vain extreme,0,1,0.9873771,0.012622887
cheater article say,0,1,0.9953506,0.004649391
stalking edits period find something said burden adding stuff never added anything editor genre war true band hardcore punk would muci store sell need anything anything edit somewhere never track respect bye already try self important someone else defending rise article three contradiction first two paragraph alone come changed wrong couldnt see huh bye already keep scorecard page wait praise bye yeah kow cool watch takpage gosh dont know ended almost page without help gosh grateful take much interest,0,1,0.9979868,0.0020132556
problem started propgandist deleted comment allowed responding personal attack dont see newtman warmed also zionist jew think accuse antisemitic anti israel antizionist right reason include policy zionism worse even worse islamic fundamentalism,0,1,0.9849231,0.015076891
total send virus tell one person love lay blame guilt based assumption see post hoc ergo prosper hoc logic use introduce comment tell kind beside said email lie maybe email zoe get virus ask open attachment god lie lie find beckjord beckjord,0,1,0.95074743,0.049252547
thanks wanted let know think total loser patrolling recent change outside favor note reported vandalism stop,1,0,0.983229,0.016770968
give reason accuse someone vandalism got message telling got blocked made change page correcting mispelled word brian brain changing wrong reference correct one please tell fuck problem,1,0,0.99980754,0.00019243362
get life prick,1,0,0.99996185,3.810056e-05
american roasted death even leap toward certain death kodak moment particularly enjoyed watching yank fire clutching dead american kid jumping floor yeah one pic yank head yes head rolling around street sweet,0,1,0.64087236,0.35912764
misunderstood saying seb dude wrote thing talk page even already tried clear still thinking using term thinking going convince change wording assumption wrong one thinking could convice dude wording responding rude fire stupid crap like haha get better every time fire maybe like editor agree okay one reported admins one yelling like idiot already made as said way english spoken said saying american official way english spoken even though later say informalyeah know well english spoken called use errant terminology stupid error vast majority mistakenly adopted whatever unexplained reason canadian american mexican american brazilian american chilean american people america obviously american talk think going keep trying edit place way recently wrong assumption however instead replace american something like citizen person united state america person maybe would sound less editor errantly claiming awkward whatever unexplained reason still correct generally acceptable know talking,1,0,0.9642445,0.035755526
time thwarted time plan world domination foiled meddlesome interference countless time escaped last moment finally butros mighty defeated crum space commander swalwell long awaited glorious triumph emperor universe secured dominion day long struggle little amusement clap jewel bedecked hand summon scantily clad dancing girl pan galactic slave harem destroyed accursed vessel star abuse iii melted slag galaxy greatest artisan forged grand towering statue statue even larger grander one toppled pinning plinth day nearly destroyed throne room statue stand grand ballroom great celestial palace covered gigantic space tarp fast crum yet ready grand unveiling captured traitorous princess angela rebel ally spaceship tax evader immobilized geo stationary orbit palace merest touch button activate astro detonator delight assembled billion firework display like great butronian empire never seen princess angela may daughter stop turning fellow wiki lover space dust even helplessly strapped titanium space manacle witness say projecto screen gallant hello fair daughter feel lay eye doom see seized puny earth friend boob lover helper guy chapman boy sidekick jayjg shall forced look gorge ecstasy failure destroy planet even see long discharge fang creature carnivoron glass walled prison thus releasing agony witnessing victory first watch writhe defeat crum surely even slung titanium chain flame hate see right held blasto ray point robo legionnaire bound displayed see jimbo wale rocket squad repturova talurnian walking lizard spy betrayed joining weissus commander valkyrie war jet platoon last least beloved julian van august merest wave hypno scepter watch darling earth friend tumble spell dance dance amusement let sight seductively writhing body contorting viewing pleasure last thing crum see lowered flame tear see tear eye brave crum also kown linda mack even sinister depraved dream would never imagined dance amusement neh heh heh heh heh heh hahahaha glorious last trumpet fanfare astro orchestra order curtain raised statue newly rebuilt star abuse emerging gangplank crum herelf buddy jayjg activated hidden radio signal rocket squad bursting free shrinking robo legionnaire nothing transmut bracelet concealed manacle weissus swing mighty space mace smashing control torturous device hypno scepter forced grasp prince kazak magneto shooto beam julian van august running free awaiting arm crum prisoner suspended flame hate emitting telltale spark ear smoke android double drat nothing simple robo mannequin decoy aiyeee spaceship gallant princess angela helm dive bombing great celestial palace billowing cloud space smoke crowd running everywhere kaff choking kaff kaff victory kaff slipped finger kaff kaff kaff kaff curse crum kaff kaff curse kaff kaff forever kaff kaff kaff kaff end,0,1,0.98688775,0.013112234
dead please dont blocked delete page call police,0,1,0.9907267,0.00927322
help vandal fighting tool besides twinkle huggle since dont work mwt kinda slow yeah anything help besides three also since vprf shut,1,0,0.86906517,0.13093483
continue reverting perverting white people blocked month least,1,0,0.97836393,0.021636091
completely dull yet another example excessive rule supercede common sense plain good taste well formatted article subject would undoubtedly feature box art game screenshot well leave cock strokers wikipedia drain interest contributing concede win congrats stroke,1,0,0.8300405,0.16995941
massage therapist gender included medium largely circumspect referring appointment massage therapist therapist fact man licensed advertises back page alternate nyc weekly half naked picture shame day age medium homophobic believe hide information minimum wikipedia report massage therapist gender,1,0,0.8194732,0.18052678
think making starting reach boiling point come badmouthing encyclopedia better provide proof made put shut best get blocked longer slander general rather childish,1,0,0.98059434,0.019405605
truth absolute defense libel lying harassing,1,0,0.8752566,0.124743454
reader unfamiliar situation block set response repeated use phrase deletionist vandal several afd entry according karmafist asshole deletionists indeed disagree calling vandal karmafist know people think acceptable replace content snoopy say snoopy shitfaced cockmaster disagree people sure fact lot people doand refer aforementioned individual vandal however never blocked since according asshole people disagree blockable offense follows one following must true calling someone vandal constitute asshole case blocked calling deletionists disagree vandal asshole people disagree statement unacceptable asshole people disagree false case blocked assholery fact unacceptable behavior perhaps meant say someone disagrees ipso facto sufficient reason asshole one following must true calling someone vandal constitute assholery case one infer fact refer snoopy type vandal never blocked acceptable engage specific type assholery towards indeed vandalsand proved user talk aaron brenneman deletionists indeed vandal claimed proof bullshit need refutation assertion make calling someone vandal constitute assholery case irrelevant since asshole condition asshole acceptable issue calling someone vandal constitutes assholery false case see mentioned proof case alternative alternately show fallacy would try find false dichotomyor trichotomy matteras argument rest showing none possible conclusion argument justify block perhaps able find alternative missed indeed justify blocking mistaken premise gladly concede behavior wrong deserving block change future,1,0,0.9989243,0.0010756523
wikipedia firearm project think new yorkers allowed gun shoot people like,0,1,0.9206036,0.079396434
juarez get get life,1,0,0.98474497,0.015255061
think luna mean moon satin mean devil mean moon devil else would moon devil person disabled account trevor reading want say love snowman tred make one didnt work scroll even almost oooooooooooooooooooooooooooo ooooooooooooooooooooooooooooooooooooooooooooooooooooo skill took minute make,0,1,0.9937571,0.006242907
gunmetalangel easycore genre even page wikipedia combination metalcore pop punk hate tell,1,0,0.9441363,0.05586364
speaking language talk page place rehash content concern ship sailed action jumped maybe using logic one must say pod anal region place lip,1,0,0.99100643,0.0089935
steve sorry revert last edit wording jew come believe jesus look pov truth indeed eventually come believe,1,0,0.95982075,0.04017923
evil sleazy people generally become overnight great thing look martin,1,0,0.99378633,0.006213641
keep mind gay jew,1,0,0.99997497,2.5080539e-05
troll accusing blank article nominate page edited time ago brief check previous nomination show completely bogus,0,1,0.73491913,0.2650809
gallery removed picture gallery woman using squat toilet see encyclopedic woman hamming camera pant underpants around knee,1,0,0.90871036,0.09128964
stop stalking,1,0,0.9899048,0.010095203
european union since legal country dont treat one much freedom hating europhiles wish ukip,1,0,0.97708875,0.022911256
agreed walk away continued personal attack get stop outta continues ani racist comment personal attack already pulled milhist userbox going associate group tolerates type racism without even saying word boomer,1,0,0.711284,0.28871605
blocked sockpuppetry,1,0,0.72954744,0.2704526
stupidity argument argument youtube indeed external link also mention actually blanket banned wikipedia always checked breaking copyright along even originally brought discussion dearest stalker mine one link top object regarding stupidity anyway nothing make particular source reliable platform used,1,0,0.87904537,0.120954566
pig material appropriately removed shark rewrite rewritten shark material reflect actually happen remove puffery restored recently sole purpose making egyptian general look stupid shiftily conspiratorial possible current section neutral summary event using non partisan source,1,0,0.8046881,0.19531186
waaaaahh erase comment page really think anybody reading insecure,0,1,0.59490913,0.40509093
look whole talk page even talk article without emphasising cant claim pro circ pollution anti circ pollution also unfortunately people writing article focusing much negative aspect obviously never went freewebs com pro circ circinfo com cirlcist com show pro side think majority want put negative put pro negative guy need stop arguing reason much heat pertains male penis important men,1,0,0.9831268,0.016873265
sick editing page think reliable enough page,1,0,0.98539215,0.014607815
dna analysis confirms individual unrelated buggs spend time trying stir crap making improvement encyclopedia crime would enough evidence convict,0,1,0.73803985,0.26196018
look sock puppet image avoid warned read,0,1,0.9316951,0.06830486
shall see mel ceo play win ltd say great big quiz page hopefully edit page pretty sure correct finally able shut fat gob name barney battle spelt,0,1,0.76731807,0.23268192
troll freepsbane could win argument logic resorted framing wikzilla well shall suffer,0,1,0.9933403,0.006659644
may utc given nature dreamhost could damaging associated company way ask cease messing article personal attack simply extreme sort coward anyway attacking people web,1,0,0.8720843,0.12791568
hmmm say possible sockpuppet sockpuppet,0,1,0.75862086,0.24137917
hell thing electoral map eastern section nevada,1,0,0.99543744,0.004562609
nonsense came talk page simply give view evidence montana defender nothing rude aggresive aswell deleting post also called jerk wad nazi lover apparently missed generally hostile reason despite he given warning despite banned whilst outright banned,1,0,0.9984756,0.0015244024
wow cool painting depicting mental illness,1,0,0.955673,0.04432696
typical arab imperialist tired making lie,1,0,0.9953903,0.004609651
someone ban misery posting trying hard hell get banned make permanent please get back productive well waiting,1,0,0.9964921,0.003507891
admins free reign people keep removing question user believe ligitimate question would like see accountability admin seems many people issue yet allowed maintain status admin abuse position daily wikipedia support encourage public use foul language wikipedia take seriously copyright protection library congress source cited believe phil sandifer need answer question posed responsiblity wikipedia appointed admin important admin phil responsibility lead example using degrading swear word like disgraceful,0,1,0.99741274,0.0025873112
nissim cahn vandal blocked couple related sockpuppets well talk izak thank welcoming remark talk page talk prommote call mashichist view still try remaining npov actualy done last month npov eye beholder well rule see example gil student page deletion proccess view example extreme bias chabad wikipedians attempt hide bias quoting wikipedia rule see reverts chabad page rebbes page various people thing posted corresponding talk page prove anti mashichist agenda anti mashichist domination official chabad,0,1,0.99796546,0.0020345983
anyway gotta make another account feel need chew,0,1,0.97684836,0.023151621
lol whine like child take criticism whine ani realize address easy come silly ban worthless right,1,0,0.99377704,0.0062229196
romanian american problem list romanian american wanted cited source found remove people warn vandalism interest stop june,0,1,0.9978599,0.0021401392
sadly people like ezzex norm norwistan norwistan brainwash child early age hate jew,1,0,0.9965166,0.0034833446
vandalism,1,0,0.70997685,0.2900231
dont know hell taraka,1,0,0.9998325,0.00016741567
want fight wiki one battle luce,0,1,0.99693775,0.0030623076
null edits always make laugh french nul dummy french instead microsoft access dummy microsoft access pour le nuls talk track,1,0,0.9911089,0.008891057
talking use adminship argument ridiculous formerly talk,0,1,0.9969566,0.003043384
chris ate lot peanut also smelled like gym sock chicken dance better chiken,0,1,0.840235,0.15976503
nice try raheem kassam sad individual,0,1,0.99849117,0.0015088078
nonsense boy girl,1,0,0.98813117,0.011868904
disscusion wikipedia miscellany deletion template user dislike semitic one god religion,1,0,0.974177,0.025822943
scholar banned hostility towards user,0,1,0.99561715,0.004382901
nutball well watch movie write synopsis,1,0,0.9938765,0.006123539
killed,0,1,0.9454353,0.05456476
yet resorted personal attack neither nazi marxist,1,0,0.9658558,0.034144193
misreading section condom merely state doesnt make premarital sex less wrong obviously serious bias organization,0,1,0.9951474,0.0048525864
stay business ooohhhh scaring help dave,0,1,0.9844208,0.015579223
gonna beat bloody pulp shoot execution style gonna beat bloody pulp shoot execution style,0,1,0.92505705,0.07494298
let see get recognition self delusion say recent post also said sorry wrong twice done search word sorry guess see anywhere anything approximating exactly said sorry benighted imagination way substantaited bias rant merely thrown mud ducked asked continue duck substantive discussion would involve specifying unambiguously supposed bias responding seem reasonable explanation content inserted normally along line source back assertion feel okay making assertion damaging another wikipedian reputation okay substantiate accusation beyond see amended wording lose distinctive phrase objected thank however source support assertion making say nothing learning earning living gardening remove sentence get something plagiarism supported source problem note compunction removing content added squeal like pig thing content addition add content remove insist readding content remove see disparity getting talk pig snort human snort read bullshit know hanging entire thesis snort seems like another sad attempt misdirection make happy fine talk,1,0,0.93193096,0.06806906
submerged hey vandalized submerged page come get want know going want place william hope ni lip reddish part imagine wet painting lip,0,1,0.98720956,0.012790466
someone bad naughty ashamed,1,0,0.99738854,0.0026114923
said hour mewulwe personal attack page dishonest liar troll admin board free fire zone mewulwe asked withdraw term liar refused exact use term liar lying caden used term first question term dishonest lying troll user per regarded inadmissible personal attack accused using term without justification certainly fact user caden lying trivially verifiable never made edit except one brief vote talk east germany dishonest behaviour darkness shine reverted time launching complaint reverting time plus making obviously dishonest statement throughout complaint equally manifest,0,1,0.84346026,0.15653975
ann coulter way conservative even articulate conservative position resort ignorant name calling provocation nothing lower people view conservative,1,0,0.6034968,0.39650318
rouge admin wanted let know people like little power wikipedia working way get rid day numbered,0,1,0.99676126,0.003238736
heck putting pink floyd million bracket citation using claim million stop reverting,0,1,0.75132203,0.24867798
wikiality elephant population yes heard somewhere soon true unless unleash almighty power stop hand lol,1,0,0.56676054,0.4332395
yeah zenwhat stop trolling,1,0,0.94924414,0.050755836
tabyour user name address blocked editing blocked sleep clown eat following reason see blocking policy autoblocked address recently used tedchen reason given tedchen block vandalism account personal attack deleted address,1,0,0.87455815,0.12544182
stop cencoring word manner disruptive answered attacking,1,0,0.78325963,0.21674035
utc come seventh layer hell thats stay gross september,1,0,0.9930775,0.006922557
sonek put prince saly sonek clay allison wil shoot,0,1,0.99948394,0.00051599357
mention whole law racist african american,1,0,0.99251294,0.0074870377
unless relate hatred arab,0,1,0.9857941,0.014205862
hand great spirit always encountered violent opposition mediocre mind albert einstein anyone never made mistake never tried anything new albert einstein brave fascinating comment clearly come established editor must say find disappointing know least one editor wikipedia cowardly cannot bring linked comment afraid wonder one would think embarrassed linked post speaks far majorly chat maybe editor question cowardly privy private communication would like continue knowing majorly probably sulk blog hey majorly obie trice listen bye sock take step back either start new account use sock blow soon enough,1,0,0.8884857,0.11151422
eally write gere,1,0,0.9932167,0.006783265
snip personal attack,1,0,0.9907838,0.00921616
deaf blind repeat started late collapsed mid supported cite poll,0,1,0.64617044,0.3538296
try harder plz lolz spam filter hahaha billion way spell comedrinker dont believe block way think try,0,1,0.96181446,0.038185522
yeah right busy answering question people talk page concern lol even seen mark walter play rofl,0,1,0.9979796,0.00202039
wrong phonetics wade giles thing wrong phonetics common mistake chinese pinyin pronounced stupidity english inventor beyond,1,0,0.9343703,0.065629765
rebekah johnson interesting video going try kill,1,0,0.9901991,0.009800919
kidding pilipino want join wikipedia since tropical storm podul tropical depression zoraida active young forecaster editing fuck wikipedia planned join wikipedia anymore beginning month likely week joined planned making month deal wikipedia family continued supporting school year instalok february pst,1,0,0.99910635,0.00089367124
lol congrats google skill digging comment made soccer website grow crawl back black van,0,1,0.99159044,0.008409605
sorry way friend treated know second time saying really seen jerk told friend one sided story anonymiss madchen,1,0,0.9949962,0.005003751
nonsense tell truthful info rfk nonsense,1,0,0.99602926,0.0039707627
note blind communist castro lover editing wikipedia man seems group people around wikipedia strong leftist tendency blind recognize castro worry history take care like took care hitler stalin horrible dictator people world suffer lot talk wikipedia neutral pov thing castro agent lover polishing image probably getting paid free vacation dictator varadero beach cuba many true cuban hero die prison opposing castro represents decadent regime waste time cuban people castro know agent read worry history take care assure look good appear could great great leader help cuba get dictator like batista surrender power people democracy want know something became worst batista moment started killing many innocent people beginning revolution killed revolution blood unlimited greed power claim cuba democratic country world right many people prefer die tooth shark better hand many desperate people abandon island choice maybe anyway dying slow death hand regime controlling every little bit information agent wikipedia cleaning image amazes go show megalomaniac worry history tell legacy worry fidel castro let know even let think second level jose marti feliz varela even simon bolivar get even one inch front fact tell mile mile must full envy chavez got oil money never buy people people sale people buy lie sell leftist never live totalitarian regime fantasize castro che also sorry disappoint telling castro even che level yes one made martyr icon revolution first patron saint one sell shirt postcard profit least che principle something really know even fathom che probably believe communism good thing youth hand castro used personal benefit profit ask che die camilo cienfuegos die many others close power cuba many people said castro send someone kill stand someone close power afraid loose paranoid obsess power anybody close careful upset contradict idea even bad one poor guy sorry castro subjugated dominated cuban people suffer year without end power long rant like everything born day fidel castro also die sooner later worry die cuban enjoying freedom celebrate death rejoice change happen homeland gone sorry see time wasted worry cuba rebuild cuban blood spilled country vane know cuban learn lesson leftist never live totalitarian regime believe impartially read news fidel castro check speech beginning revolution see evolution power corrupted regime many innocent people kill name revolution much intolerance many time sell principle refresh old memory cuba suppose cuban beginning revolution commander afraid loosing grip power,0,1,0.88071215,0.119287886
idiot citation existed wikipedia ago somebody removed longer find give,1,0,0.9981651,0.0018349156
assume good faith someone adding anti semitic lie article obvious ignorance subject excuse,0,1,0.95548165,0.044518348
sure guy view article state homophobe picture article show otherwise unless happens biggest metrosexual known man seriously guy gay otherwise remove picture wife give impression strom gay man married ugly woman maintain facade heterosexual male want state pretty sure kevin alfred strom gay anything wrong may want reconsider editing edits claim homosexuality could correct,1,0,0.984539,0.015461033
maybe even add vandalism adding band conside nobody even every band right information database consider underground popular plain indecisive good measure maybe metal free prisoner kill hater endure frequent fight make right action decision without fright greatest ever site make awful choose bare mind contend think going mad,1,0,0.89137983,0.10862015
deletion minority post nice try trying silence slave stay know attempted block yet come wikipedia every day something life see failed attempting silence refusing answer qusetion purposely hunt post african american delete refuse access sporting good store person contacted attempt block named rebelguy racial agenda made hard copy failed racially motivated attempt punish turned naacp,1,0,0.98431104,0.015688885
far honest bloated article disagreement censor stick,1,0,0.7842289,0.21577112
dont let edit hope site fall apart fails,1,0,0.93818516,0.061814874
guy like pascerboy sturmvogel accusing violating giving definition war going block block quite frankly line saying war taht war one deleted battle bear valley last conflict american indian war block,0,1,0.9995296,0.0004704393
authorized question authority gogo dodo hobo,1,0,0.98584634,0.0141536305
let ask questshun racist get anythin uve evr done made life betta,1,0,0.9821009,0.017899096
bully revert contribution dismiss contribution vandalism,1,0,0.9951298,0.004870178
fine maybe heck sock puppet triple,0,1,0.73934084,0.2606591
right silly zilla forget expels radioactive breath mighty explosion relief face return slowly dark blue normal scaly green roarr,0,1,0.6095566,0.39044335
eroguro nansensu wonder eroguro movement may influenced japanese military perpetrate rape nanking,1,0,0.99245256,0.007547395
orangedumbshit tard gogo guessing brain ceased function properly much msg intake,1,0,0.9962366,0.0037633644
sincerely wish could meet chump freak really get goat etaonsh still stuck europe firestar firststatr kung extraordinaire covenantd typical east coast jerk mibhofroovvsskskkety russkie man frozen ussr samuel luo weird lookin crazy crazy tomanandaaa brokeback give hollywood bad name hey tom going make real citation scholarship worst ever seen stay hole public library transient know life failure really believe much guy site away awhile thanks good old censorship courtesy advocate free speech fristare kung chump night day appears like writing book falun gong page alone freak get life enjoy sun wind air,1,0,0.99534947,0.0046505877
user eleland nasty piece work need brought concerted effort supercilious edits harrmed,1,0,0.5343621,0.46563792
exception human male sufficiently well endowed flexible enough perform extreme front bend required though increased flexibility achieved via various activity gymnastics yoga might make difference well quite bit training perform auto fellatio however penis size inch could stretch imagination describe well endowed use front bend method either lie back bring body towards leg often going almost vertically wall back position take wanted example ejaculate mouth part well endowed seems factually wrong least poor subjective choice word flexibilty main factor also topic seems imply front bend method way tried front bend cannot quite bringing penis towards neck back extremely curved know exception cheer though nice article find think need clarification,1,0,0.6316132,0.36838675
diabetic love cannot handle candy,1,0,0.91610956,0.083890446
hey dog deserve put leash beaten,0,1,0.8935793,0.10642075
explain however many figure outside balkan including senior member united state republican party foreign policy analyst yossef bodansky still regard izetbegović dangerous islamic fundamentalist much evidence support assertion totally pov much evidence support assertion found nothing source stop putting crap article,0,1,0.9677423,0.03225766
sorry man get image caption infobox musical artist band way hottie left trish doan,1,0,0.84257495,0.15742505
november krakatoakatie look done blocked last time dimwit wikipedia day cancelled krakatoakatie fired,0,1,0.9666862,0.03331383
haha witty like fact spell better seem incapable civility refraining woman bashing let see whether misbehaviour warrant blocking admin blocked right,0,1,0.7740973,0.22590268
ocd stop vandalizing page easy,1,0,0.63841933,0.3615807
evil scheme finally unveiled perfidious glory suspicion jimbo wale account course also obvious ringleader none obvious sockpuppet next step clear block scoundrel long time aha victory,1,0,0.98940164,0.010598374
deserve alive look shoulder,0,1,0.9378881,0.062111855
page advertisement nonsense like page pusher voodoo medicine page show exactly andrew weil fraud people believe nonsense ringing endorsement snake oil sell,1,0,0.96001554,0.039984457
messa hell thank thanks supporting recent time need chinese character put talkpage indeed mean love would know since china dramatic irony possibly seriously thank lovely message past day bright side wikipedia await future eagerly open arm whatever life throw hope need brighten day,1,0,0.95150995,0.04849003
tabneiln commits vandalism blink eye twinkle,1,0,0.5305015,0.46949854
already explained time conducting original research continue misunderstand explanation edit also continue sarcastic patronising claiming transparently insincere fashion likely unpleasant personal enjoys goading stranger internet little response little bit sick mouth,1,0,0.98777324,0.012226702
justin like behind,0,1,0.94075984,0.059240106
deleted stuff read bible qur really want reference bible word bible everyone know waisting whole life time think slept year life yr old work life also rest spend wikipedia following guideline wikipedia hhahah hope read bible dawg australia,0,1,0.991024,0.0089760125
biased unreliable emotionally written armenin wiki editor pls stop using wikipedia dirty propaganda lobbying purpose genocide amyth advanced armenian church armenian fundamentalist fascist nation subject egnocide several hero see statue yerevan irevan jew resolution act sold congressman want appease armenian lobby reliable valid neutral content kjust piece dirty lie fact presented written christian missionary working kill turk kurd claim subject genocide much want thing never happen armenian fundamentalist fascist killing kurd turk azerbaijani killed great son turkic nation proud propogate lie much achieve nothing raman,1,0,0.8865951,0.11340496
fathless disappear nobody even know missing think real son final warning,1,0,0.9783649,0.021635132
dyke bike except funny isnt offensive,1,0,0.9836284,0.016371604
language problem german french onanistic page well crafted promiscuous perverse american,1,0,0.9920908,0.007909199
death man kill cookie,1,0,0.9982029,0.0017970692
appearance mizrahi jew,1,0,0.9527343,0.047265742
ps rex sure document thing discovered john kerry page etc awesome independently observed corrorborate virtually exactsame pattern liberal demonizing conservative lionizing liberal repeated infinitum nauseum proof easier persuade fellow brain dead truth hater give red cent wikipedia wholesale change made top exactly happen almost like liberal religion bad gonna find church wikipedia practice faith huh heard rumor action already sending user hippocrite fred bauder woohookitty kizzle fvw derex especially pimply faced year old redwolf become verklempt know whether schedule appointement psychiatrist gynecologist big daddy phase dry funding road,0,1,0.9883435,0.011656542
thank note plan request unblock think quite neatly shown malleus brand behavior extremely unhelpful immature stupid showing lead happier,1,0,0.9524311,0.04756897
spamming trying get something posting family tree timeline get god complex leave post along mother may liked little hitler attitude help mother rotten example christian take christaphobic bigotry store obama god prayer box,1,0,0.97304,0.026960047
git joke,1,0,0.99931264,0.00068732165
user talk hammersoft since wish keep civil tongue discourse stay talk page thread removed discussion required asked wanted stay talk page good day behave like tosser stay away page stay away page,1,0,0.73900926,0.26099074
openin worm see round,1,0,0.9850032,0.014996826
hell christ never realised pun seen seen cyde weys side way really good side way cyde,1,0,0.9963819,0.003618053
user godhatesnazis inappropiate username linked wrong sorry still learning,1,0,0.98524195,0.014758037
unbelieveable absolutely unbelieveable slipped mind actually try knock sense remark infallible doctor talk page mistake momentary lapse reason somehow got head somehow someway slightest degree sensibility would kick forgotten logic place clio basically told dirk know shit basically parrotted back order try point guy zillionth time letting get away murder came ugliness forgotten whole thing noticed contribution apparently made remark page talk personal attack swear rarely seen sickening thought put word anger twisted hatred disturbed imagery care irritating whole thing worth girl well neither helping noticed many regular simply stopped editing frustration noticed pretty much every question answered person realize responsibile actively participated transformation humanity refdesk vibrant place one could find multifaceted multidimensional answer written variety differing editor invaluable unique insight perspective stale single faceted unidimensional useless place worth futile worse actually perhaps share blame relentless protestation perhaps whole thing would blown clio would gotten bored humanity refdesk moved cold sterile place perhaps lost perspective realize magnitude harm persistent challenge could potentially inflict fragile terribly imbalanced young mind please read damn thing rockpocket rant clearly product healthy mind recognize stop wrong inevitably read say publicly clio win lose right wrong smart right along intellectually impoverished imbecile yes say pathetic honestly genuinely sorry caused grief belong editing wikipedia even approach level intelligence wish nothing health happiness well lewis four degree,1,0,0.9898017,0.010198315
unspeakable behaviour please stop sending ill written message talk page continue edit satanism reference till go mediator arbitrator hopefully employ reason rather emotion dealing conceptual dispute engaged personal attack regard everybody including people call vandal coddling admins wikipedia thing seem coddling foul fiendish conduct stop violate every wikipedia rule professionalism seem get away order stop aoluwatoyin,0,1,0.687049,0.31295103
ello sme nothing take back mate told right thanks info make sure old fella miss try catch working cor bloody cheer mate hope well best,1,0,0.58448637,0.4155136
barnes au,1,0,0.6921032,0.30789676
historian incapable second guessing hitler inner thought may believe historian capable deciphering hitler inner thought hitler religion ignorance stupidity write thing historian ian kershaw joachim fest alan bullock agree hitler anti christian even provide quote ian kershaw joachim fest alan bullock saying hitler anti christian saying trust opinion opinion ian kershaw joachim fest alan bullock hitler anti christian far better procedure rely opinion hitler religion,1,0,0.87694955,0.12305053
amen sock pupinski brother hack long please leave link quit mini dictator thanks,0,1,0.8351301,0.1648699
okay regard last little comment try choking ball excitable ancient forgive antagonism give much receive certainly received substantial quantity may try come across cool headed fair moderator reality would liken tyrant nay immature little boy despite year many without hardly glance toss aside change verify limitless tome assume mind whose revision mindlessly reverted dispatch mass pseudo endearment generic warning one seen admit committed much wiki vandalism past early editing neil peart cannot overlook past accept legitimate revision improvement others making stand edit regarding charles nohh though given trying penetrate tightly closed mind add rage quite adverse would say wife furthermore calmed mention little recall little hope likened writing found chat room believe say lol comment time encounter studying major creative english writing note jump conclusion dropped suspect would typical angry way graduated continued study year obtained honor working time contributor wellington based music interest magazine convinced fuehrer editor publish article wrote rush researching article came across information added neil peart article thanks small contribution read handful new zealander read work could informed whatever small way countless many may stumbled upon internet thank anger obsession reversion resulting must assume complete disregard duty family perhaps complete disconnection living world say obsession keep website everything thank tireless effort thank senseless heartless worthless tireless effort really hate,0,1,0.6280656,0.3719344
dalit oppressed one insult ambedkar key dalit emanciptor us term dalit badge honor insulting word low caste people would chamaar harijan dalit official word castelesss people indian law dalit personal attack like african american hispanic american opposed nigger wetback,1,0,0.9991805,0.0008195392
really contradicting basically opinion based blindness bullshit far evidence send considered really puny picture almost see eye color need magnifying glass see eye show picture cuz look really sloppy desperate case make sense magnifying image clearly see eye color look sort olive green anywhere close brown look horrendous eye lighter hair keep saying shade clearly let take look better quality image brown eye eye still called hazel hazel eye due nature tendency look goldish brown certain light look belle hair look red clearly see eye hair fact take close look lock hair fall front right eye clash eye color difference look brown hazel instead brown light brown screenshot magnifying image eye look dark hazel color hair zoom hazel eye desperate image barely see anything zoom eye appear brown zoom hazel eye yes belle merchandise brown eye big one picture send sort qualify magnifying image clearly see eye look green like zoom hazel eye jesus ing christ preseted like image almost belle hazel eye instead brown colorblind know differentiate color call solid belle eye hazel indeed solid verified evidence screenshots even diamond edition special edition take look pic please think anyone believe eye brown think couple addition picture presented cementing belle hazel eye instead brown since hazel mix brown green hazel eye vary almost green almost brown base people suppose believe belle eye brown look page,0,1,0.6397344,0.3602656
vandalism put simply stop know win award fairly grandmother queen darren clarke going win wife died anyway big deal besides alter fact acting like twat piss stop ruining site,1,0,0.998285,0.0017149696
unblock block seems arbitrary capricious blocking admin deigned explain reasoning provide evidence supposing found guilty making personal attack harass ing,1,0,0.99206984,0.007930241
hey funk allways say bla bla bla jew israel כלב יומו,0,1,0.99731976,0.0026802756
pornographic one many meaning word obscene taken scene adj offensive accepted standard decency modesty inciting lustful feeling lewd repulsive disgusting way writes disease killed simply obscene michael korda large amount objectionable outrageous local merchant nearby store get hammered stratospheric rent obscene tax joe queenan offensive outrageous accepted standard decency modesty law law publication tendency deprave corrupt disgusting repellent obscene massacre offensive morality decency indecent obscene language intended stimulate sexual appetite lust lewd obscene movie abominable disgusting repulsive see limit obscene message simply pornographic imagery clearly original research stop finger pointing accusation wikipedia kindergarten talk contribs,1,0,0.9910774,0.008922632
